OUT_ID,STO_NM,SHIP_YM,SERVICE_TYPE,ORDER_CNT,BOX_TOT,WEIGHT_KG
OUT0004897,Sample Retail 0335,2024-11,Standard,20,166.992,1505.19
OUT0004898,Sample Retail 0335,2024-12,Standard,19,213.267,827.89
OUT0004899,Sample Retail 0335,2025-01,Standard,26,399.203,3205.06
OUT0004900,Sample Retail 0335,2025-04,Cold Chain,9,76.8,526.7
OUT0004901,Sample Retail 0335,2025-05,Standard,21,308.058,2745.3
OUT0004902,Sample Retail 0335,2025-06,Standard,18,169.906,844.44
OUT0004903,Sample FoodService 0336,2024-01,Standard,10,137.865,601.37
OUT0004904,Sample FoodService 0336,2024-03,Cold Chain,15,121.216,534.58
OUT0004905,Sample FoodService 0336,2024-04,Cold Chain,8,111.676,560.87
OUT0004906,Sample FoodService 0336,2024-05,Standard,11,147.367,484.7
OUT0004907,Sample FoodService 0336,2024-07,Priority,4,38.082,334.06
OUT0004908,Sample FoodService 0336,2024-08,Standard,11,153.831,1300.2
OUT0004909,Sample FoodService 0336,2024-09,Standard,13,101.513,875.52
OUT0004910,Sample FoodService 0336,2024-12,Standard,9,65.249,462.04
OUT0004911,Sample FoodService 0336,2025-02,Standard,7,102.309,381.74
OUT0004912,Sample FoodService 0336,2025-03,Cold Chain,9,64.081,216.86
OUT0004913,Sample FoodService 0336,2025-06,Standard,11,119.806,968.27
OUT0004914,Sample Retail 0337,2024-01,Cold Chain,11,99.768,483.1
OUT0004915,Sample Retail 0337,2024-02,Standard,9,130.1,478.85
OUT0004916,Sample Retail 0337,2024-03,Standard,12,151.977,584.66
OUT0004917,Sample Retail 0337,2024-04,Standard,8,82.127,299.44
OUT0004918,Sample Retail 0337,2024-05,Standard,10,119.507,524.41
OUT0004919,Sample Retail 0337,2024-07,Standard,17,138.2,962.08
OUT0004920,Sample Retail 0337,2024-08,Standard,15,188.496,1574.48
OUT0004921,Sample Retail 0337,2024-09,Priority,9,120.612,532.34
OUT0004922,Sample Retail 0337,2024-10,Priority,8,89.105,707.43
OUT0004923,Sample Retail 0337,2024-11,Standard,11,167.137,1143.27
OUT0004924,Sample Retail 0337,2025-01,Standard,26,387.798,3222.9
OUT0004925,Sample Retail 0337,2025-02,Standard,13,111.92,779.25
OUT0004926,Sample Retail 0337,2025-03,Cold Chain,15,185.913,1231.52
OUT0004927,Sample Retail 0337,2025-04,Standard,11,138.788,617.19
OUT0004928,Sample Retail 0337,2025-05,Standard,11,132.057,956.31
OUT0004929,Sample Retail 0337,2025-06,Standard,11,134.985,565.8
OUT0004930,Sample Pharma 0338,2024-01,Standard,7,92.322,400.16
OUT0004931,Sample Pharma 0338,2024-02,Cold Chain,7,64.065,523.6
OUT0004932,Sample Pharma 0338,2024-03,Standard,6,49.298,442.65
OUT0004933,Sample Pharma 0338,2024-05,Standard,7,80.03,492.14
OUT0004934,Sample Pharma 0338,2024-06,Standard,5,51.028,270.34
OUT0004935,Sample Pharma 0338,2024-07,Standard,8,112.14,453.44
OUT0004936,Sample Pharma 0338,2024-08,Priority,7,84.027,537.69
OUT0004937,Sample Pharma 0338,2024-09,Standard,8,122.129,410.52
OUT0004938,Sample Pharma 0338,2024-10,Standard,12,169.852,747.72
OUT0004939,Sample Pharma 0338,2024-12,Standard,16,172.645,1417.94
OUT0004940,Sample Pharma 0338,2025-01,Standard,10,77.347,662.43
OUT0004941,Sample Pharma 0338,2025-02,Priority,7,76.277,424.23
OUT0004942,Sample Pharma 0338,2025-03,Standard,7,66.303,633.43
OUT0004943,Sample Pharma 0338,2025-04,Cold Chain,12,148.062,1231.59
OUT0004944,Sample Pharma 0338,2025-05,Priority,13,129.961,604.19
OUT0004945,Sample Pharma 0338,2025-06,Standard,6,84.911,618.02
OUT0004946,Sample Retail 0339,2024-01,Standard,9,85.366,418.48
OUT0004947,Sample Retail 0339,2024-03,Standard,5,67.112,229.31
OUT0004948,Sample Retail 0339,2024-04,Priority,7,98.085,623.37
OUT0004949,Sample Retail 0339,2024-05,Standard,12,97.576,613.5
OUT0004950,Sample Retail 0339,2024-06,Standard,19,186.421,781.15
OUT0004951,Sample Retail 0339,2024-07,Standard,6,80.688,606.85
OUT0004952,Sample Retail 0339,2024-08,Standard,13,192.924,860.64
OUT0004953,Sample Retail 0339,2024-09,Standard,10,77.859,433.04
OUT0004954,Sample Retail 0339,2024-10,Standard,9,95.744,763.01
OUT0004955,Sample Retail 0339,2024-11,Standard,14,212.827,1816.52
OUT0004956,Sample Retail 0339,2025-01,Standard,9,130.835,699.31
OUT0004957,Sample Retail 0339,2025-02,Standard,12,161.896,837.65
OUT0004958,Sample Retail 0339,2025-03,Standard,16,128.684,1104.74
OUT0004959,Sample Retail 0339,2025-04,Standard,9,95.873,362.64
OUT0004960,Sample Retail 0339,2025-05,Cold Chain,12,119.878,717.89
OUT0004961,Sample Retail 0339,2025-06,Standard,9,138.769,946.7
OUT0004962,Sample Retail 0340,2024-03,Cold Chain,10,104.181,604.44
OUT0004963,Sample Retail 0340,2024-04,Priority,9,118.048,551.18
OUT0004964,Sample Retail 0340,2024-08,Standard,15,168.516,1105.87
OUT0004965,Sample Retail 0340,2024-10,Standard,5,46.489,351.7
OUT0004966,Sample Retail 0340,2024-11,Standard,18,217.835,867.38
OUT0004967,Sample Retail 0340,2024-12,Standard,20,298.524,1181.51
OUT0004968,Sample Retail 0340,2025-01,Standard,14,170.439,1044.34
OUT0004969,Sample Retail 0340,2025-02,Standard,6,48.668,165.86
OUT0004970,Sample Retail 0340,2025-03,Cold Chain,9,108.782,1035.21
OUT0004971,Sample Retail 0340,2025-05,Standard,12,135.618,1290.5
OUT0004972,Sample Retail 0340,2025-06,Standard,13,180.496,1021.64
OUT0004973,Sample Pharma 0341,2024-01,Priority,6,69.779,329.77
OUT0004974,Sample Pharma 0341,2024-03,Standard,3,28.143,95.74
OUT0004975,Sample Pharma 0341,2024-04,Standard,5,55.448,390.5
OUT0004976,Sample Pharma 0341,2024-06,Standard,4,53.19,388.45
OUT0004977,Sample Pharma 0341,2024-07,Standard,11,92.317,577.42
OUT0004978,Sample Pharma 0341,2024-08,Standard,6,63.959,555.41
OUT0004979,Sample Pharma 0341,2024-09,Standard,4,50.032,347.57
OUT0004980,Sample Pharma 0341,2024-10,Cold Chain,7,61.326,507.31
OUT0004981,Sample Pharma 0341,2024-11,Standard,8,94.909,629.7
OUT0004982,Sample Pharma 0341,2025-01,Cold Chain,5,39.396,327.07
OUT0004983,Sample Pharma 0341,2025-02,Standard,3,25.381,95.34
OUT0004984,Sample Pharma 0341,2025-04,Standard,3,33.863,149.16
OUT0004985,Sample Pharma 0341,2025-05,Standard,8,80.434,497.32
OUT0004986,Sample Pharma 0341,2025-06,Standard,5,61.942,396.29
OUT0004987,Sample FoodService 0342,2024-02,Cold Chain,14,194.422,1023.54
OUT0004988,Sample FoodService 0342,2024-04,Standard,21,254.624,1753.08
OUT0004989,Sample FoodService 0342,2024-05,Standard,41,390.919,2161.24
OUT0004990,Sample FoodService 0342,2024-06,Cold Chain,19,259.01,1395.2
OUT0004991,Sample FoodService 0342,2024-07,Standard,29,437.259,1590.95
OUT0004992,Sample FoodService 0342,2024-08,Standard,36,462.5,2078.41
OUT0004993,Sample FoodService 0342,2024-09,Priority,17,166.466,695.46
OUT0004994,Sample FoodService 0342,2024-10,Cold Chain,24,170.587,1081.2
OUT0004995,Sample FoodService 0342,2024-11,Cold Chain,31,426.58,1563.25
OUT0004996,Sample FoodService 0342,2024-12,Standard,23,300.938,2300.28
OUT0004997,Sample FoodService 0342,2025-01,Standard,14,198.313,781.37
OUT0004998,Sample FoodService 0342,2025-02,Standard,17,138.246,873.64
OUT0004999,Sample FoodService 0342,2025-03,Standard,19,192.38,752.47
OUT0005000,Sample FoodService 0342,2025-04,Standard,50,515.439,1793.79
OUT0005001,Sample FoodService 0342,2025-05,Standard,20,171.55,948.26
OUT0005002,Sample FoodService 0342,2025-06,Standard,36,461.779,2330.65
OUT0005003,Sample Retail 0343,2024-01,Standard,19,166.221,770.31
OUT0005004,Sample Retail 0343,2024-03,Standard,19,256.395,1017.15
OUT0005005,Sample Retail 0343,2024-04,Standard,18,131.066,1098.48
OUT0005006,Sample Retail 0343,2024-05,Standard,21,154.698,1494.27
OUT0005007,Sample Retail 0343,2024-06,Standard,13,162.918,1057.61
OUT0005008,Sample Retail 0343,2024-09,Standard,21,243.254,1934.68
OUT0005009,Sample Retail 0343,2024-10,Standard,11,144.824,494.66
OUT0005010,Sample Retail 0343,2024-11,Standard,36,511.462,4858.29
OUT0005011,Sample Retail 0343,2024-12,Standard,19,292.066,1057.7
OUT0005012,Sample Retail 0343,2025-01,Standard,15,186.399,996.79
OUT0005013,Sample Retail 0343,2025-05,Standard,14,129.742,696.31
OUT0005014,Sample Retail 0343,2025-06,Standard,12,163.988,805.11
OUT0005015,Sample Convenience 0344,2024-01,Standard,24,242.597,1951.75
OUT0005016,Sample Convenience 0344,2024-02,Standard,14,205.072,1271.45
OUT0005017,Sample Convenience 0344,2024-03,Priority,17,129.751,1188.5
OUT0005018,Sample Convenience 0344,2024-04,Standard,10,138.491,999.62
OUT0005019,Sample Convenience 0344,2024-05,Priority,15,117.716,848.9
OUT0005020,Sample Convenience 0344,2024-06,Priority,8,101.995,812.22
OUT0005021,Sample Convenience 0344,2024-07,Cold Chain,22,156.388,671.31
OUT0005022,Sample Convenience 0344,2024-08,Standard,18,205.415,1541.77
OUT0005023,Sample Convenience 0344,2024-09,Standard,15,172.262,1062.02
OUT0005024,Sample Convenience 0344,2024-10,Standard,12,123.78,1026.63
OUT0005025,Sample Convenience 0344,2024-11,Standard,11,98.806,966.52
OUT0005026,Sample Convenience 0344,2024-12,Standard,25,220.922,1815.36
OUT0005027,Sample Convenience 0344,2025-01,Standard,9,129.264,1097.5
OUT0005028,Sample Convenience 0344,2025-02,Standard,18,210.753,1375.06
OUT0005029,Sample Convenience 0344,2025-03,Standard,11,109.368,517.24
OUT0005030,Sample Convenience 0344,2025-04,Standard,15,144.052,485.29
OUT0005031,Sample Convenience 0344,2025-05,Cold Chain,20,142.14,896.8
OUT0005032,Sample Convenience 0344,2025-06,Standard,17,200.453,1249.67
OUT0005033,Sample FoodService 0345,2024-01,Cold Chain,30,357.251,3251.54
OUT0005034,Sample FoodService 0345,2024-02,Standard,16,149.49,822.27
OUT0005035,Sample FoodService 0345,2024-03,Cold Chain,18,127.393,882.07
OUT0005036,Sample FoodService 0345,2024-04,Standard,9,126.553,446.19
OUT0005037,Sample FoodService 0345,2024-05,Standard,37,521.677,3437.91
OUT0005038,Sample FoodService 0345,2024-06,Standard,22,240.671,2255.71
OUT0005039,Sample FoodService 0345,2024-07,Standard,19,159.987,1121.19
OUT0005040,Sample FoodService 0345,2024-09,Standard,15,191.889,618.24
OUT0005041,Sample FoodService 0345,2024-10,Standard,14,165.232,1009.96
OUT0005042,Sample FoodService 0345,2024-11,Standard,20,264.595,2083.26
OUT0005043,Sample FoodService 0345,2024-12,Standard,27,278.886,963.37
OUT0005044,Sample FoodService 0345,2025-01,Cold Chain,24,358.516,2395.58
OUT0005045,Sample FoodService 0345,2025-02,Priority,12,98.159,937.25
OUT0005046,Sample FoodService 0345,2025-03,Standard,10,116.921,503.35
OUT0005047,Sample FoodService 0345,2025-04,Standard,22,222.954,1322.62
OUT0005048,Sample FoodService 0345,2025-05,Cold Chain,28,334.019,1737.49
OUT0005049,Sample FoodService 0345,2025-06,Cold Chain,17,180.507,849.49
OUT0005050,Sample Manufacturing 0346,2024-02,Priority,9,107.797,973.86
OUT0005051,Sample Manufacturing 0346,2024-03,Cold Chain,12,98.442,527.64
OUT0005052,Sample Manufacturing 0346,2024-04,Standard,19,234.085,1242.86
OUT0005053,Sample Manufacturing 0346,2024-05,Standard,22,276.694,1564.23
OUT0005054,Sample Manufacturing 0346,2024-06,Standard,9,83.428,554.63
OUT0005055,Sample Manufacturing 0346,2024-07,Priority,13,91.956,343.73
OUT0005056,Sample Manufacturing 0346,2024-08,Cold Chain,11,150.37,1193.38
OUT0005057,Sample Manufacturing 0346,2024-09,Cold Chain,14,187.438,969.23
OUT0005058,Sample Manufacturing 0346,2024-10,Standard,11,82.619,418.72
OUT0005059,Sample Manufacturing 0346,2024-11,Standard,16,205.352,1731.99
OUT0005060,Sample Manufacturing 0346,2024-12,Standard,12,182.032,971.28
OUT0005061,Sample Manufacturing 0346,2025-01,Standard,14,124.953,621.82
OUT0005062,Sample Manufacturing 0346,2025-02,Standard,7,98.182,665.53
OUT0005063,Sample Manufacturing 0346,2025-03,Cold Chain,9,124.892,515.02
OUT0005064,Sample Manufacturing 0346,2025-04,Standard,13,144.962,1311.41
OUT0005065,Sample Manufacturing 0346,2025-05,Standard,14,140.218,1054.25
OUT0005066,Sample Retail 0347,2024-01,Standard,9,106.253,476.54
OUT0005067,Sample Retail 0347,2024-02,Standard,10,90.384,587.66
OUT0005068,Sample Retail 0347,2024-03,Cold Chain,10,76.421,636.85
OUT0005069,Sample Retail 0347,2024-04,Standard,13,99.279,400.64
OUT0005070,Sample Retail 0347,2024-05,Standard,5,43.603,199.21
OUT0005071,Sample Retail 0347,2024-07,Standard,21,319.831,1819.36
OUT0005072,Sample Retail 0347,2024-08,Standard,14,113.25,1037.52
OUT0005073,Sample Retail 0347,2024-09,Standard,10,131.779,817.36
OUT0005074,Sample Retail 0347,2024-10,Standard,15,130.473,642.69
OUT0005075,Sample Retail 0347,2024-11,Priority,12,138.306,656.17
OUT0005076,Sample Retail 0347,2024-12,Cold Chain,5,70.947,494.24
OUT0005077,Sample Retail 0347,2025-01,Standard,13,99.79,712.43
OUT0005078,Sample Retail 0347,2025-02,Cold Chain,7,49.051,210.64
OUT0005079,Sample Retail 0347,2025-04,Standard,16,179.296,1706.96
OUT0005080,Sample Retail 0347,2025-05,Standard,10,94.085,729.92
OUT0005081,Sample Retail 0347,2025-06,Cold Chain,6,50.336,294.63
OUT0005082,Sample Pharma 0348,2024-01,Standard,10,115.706,881.72
OUT0005083,Sample Pharma 0348,2024-02,Cold Chain,20,220.53,1590.75
OUT0005084,Sample Pharma 0348,2024-04,Cold Chain,11,81.928,553.25
OUT0005085,Sample Pharma 0348,2024-05,Cold Chain,18,130.083,597.3
OUT0005086,Sample Pharma 0348,2024-08,Standard,27,347.347,2857.22
OUT0005087,Sample Pharma 0348,2024-10,Cold Chain,21,310.671,2677.52
OUT0005088,Sample Pharma 0348,2024-12,Standard,35,326.451,2722.12
OUT0005089,Sample Pharma 0348,2025-02,Standard,15,132.531,508.81
OUT0005090,Sample Pharma 0348,2025-04,Standard,15,158.944,910.83
OUT0005091,Sample Pharma 0348,2025-05,Standard,30,321.69,1382.08
OUT0005092,Sample Pharma 0348,2025-06,Standard,17,174.893,1391.79
OUT0005093,Sample Convenience 0349,2024-01,Standard,3,29.622,281.82
OUT0005094,Sample Convenience 0349,2024-02,Standard,3,42.918,292.41
OUT0005095,Sample Convenience 0349,2024-03,Standard,5,67.583,220.61
OUT0005096,Sample Convenience 0349,2024-04,Cold Chain,3,33.026,153.35
OUT0005097,Sample Convenience 0349,2024-05,Standard,6,80.403,462.53
OUT0005098,Sample Convenience 0349,2024-06,Standard,4,28.621,111.54
OUT0005099,Sample Convenience 0349,2024-07,Standard,4,38.605,211.02
OUT0005100,Sample Convenience 0349,2024-08,Standard,5,43.362,321.26
OUT0005101,Sample Convenience 0349,2024-09,Standard,4,39.064,256.45
OUT0005102,Sample Convenience 0349,2024-10,Standard,6,59.404,299.27
OUT0005103,Sample Convenience 0349,2024-11,Standard,5,43.647,281.74
OUT0005104,Sample Convenience 0349,2024-12,Standard,9,73.778,677.23
OUT0005105,Sample Convenience 0349,2025-01,Cold Chain,2,21.472,133.86
OUT0005106,Sample Convenience 0349,2025-03,Standard,3,38.208,358.1
OUT0005107,Sample Convenience 0349,2025-04,Standard,6,87.683,784.16
OUT0005108,Sample Convenience 0349,2025-05,Cold Chain,5,45.865,359.88
OUT0005109,Sample Convenience 0349,2025-06,Standard,5,73.969,585.55
OUT0005110,Sample FoodService 0350,2024-01,Standard,18,178.347,1562.25
OUT0005111,Sample FoodService 0350,2024-02,Cold Chain,19,201.806,1946.81
OUT0005112,Sample FoodService 0350,2024-03,Standard,11,94.215,552.58
OUT0005113,Sample FoodService 0350,2024-04,Standard,21,272.788,1764.39
OUT0005114,Sample FoodService 0350,2024-05,Standard,23,261.265,2317.64
OUT0005115,Sample FoodService 0350,2024-06,Standard,8,89.365,669.63
OUT0005116,Sample FoodService 0350,2024-07,Standard,27,371.681,1454.5
OUT0005117,Sample FoodService 0350,2024-09,Standard,15,137.395,724.59
OUT0005118,Sample FoodService 0350,2024-10,Standard,13,186.603,1497.83
OUT0005119,Sample FoodService 0350,2024-11,Standard,20,275.12,1088.08
OUT0005120,Sample FoodService 0350,2024-12,Cold Chain,19,180.903,900.08
OUT0005121,Sample FoodService 0350,2025-01,Standard,27,208.114,779.33
OUT0005122,Sample FoodService 0350,2025-02,Standard,14,197.947,1701.03
OUT0005123,Sample FoodService 0350,2025-03,Standard,25,225.636,1103.0
OUT0005124,Sample FoodService 0350,2025-05,Standard,20,309.981,2399.78
OUT0005125,Sample FoodService 0351,2024-02,Standard,6,47.6,241.22
OUT0005126,Sample FoodService 0351,2024-04,Standard,10,82.407,389.59
OUT0005127,Sample FoodService 0351,2024-05,Standard,9,114.573,1004.01
OUT0005128,Sample FoodService 0351,2024-06,Standard,13,170.81,1215.54
OUT0005129,Sample FoodService 0351,2024-07,Standard,8,117.969,690.41
OUT0005130,Sample FoodService 0351,2024-09,Standard,7,93.961,423.06
OUT0005131,Sample FoodService 0351,2024-10,Standard,14,137.039,583.57
OUT0005132,Sample FoodService 0351,2024-11,Standard,6,45.921,152.79
OUT0005133,Sample FoodService 0351,2024-12,Standard,5,73.636,598.02
OUT0005134,Sample FoodService 0351,2025-01,Priority,13,130.745,1035.17
OUT0005135,Sample FoodService 0351,2025-03,Standard,5,38.747,354.22
OUT0005136,Sample FoodService 0351,2025-04,Standard,4,39.155,285.46
OUT0005137,Sample FoodService 0351,2025-05,Standard,12,168.948,1079.96
OUT0005138,Sample FoodService 0351,2025-06,Standard,12,116.861,416.69
OUT0005139,Sample Retail 0352,2024-01,Standard,6,83.632,702.26
OUT0005140,Sample Retail 0352,2024-02,Cold Chain,6,60.462,283.37
OUT0005141,Sample Retail 0352,2024-03,Standard,14,119.197,1017.29
OUT0005142,Sample Retail 0352,2024-05,Standard,6,43.121,265.73
OUT0005143,Sample Retail 0352,2024-06,Standard,9,118.784,504.54
OUT0005144,Sample Retail 0352,2024-07,Standard,8,114.799,799.81
OUT0005145,Sample Retail 0352,2024-08,Standard,7,75.517,451.31
OUT0005146,Sample Retail 0352,2024-09,Standard,8,72.093,566.39
OUT0005147,Sample Retail 0352,2024-10,Standard,8,114.443,693.15
OUT0005148,Sample Retail 0352,2024-12,Standard,10,120.563,475.67
OUT0005149,Sample Retail 0352,2025-01,Standard,4,59.416,563.25
OUT0005150,Sample Manufacturing 0353,2024-01,Cold Chain,11,153.323,1319.06
OUT0005151,Sample Manufacturing 0353,2024-03,Standard,9,138.428,1160.44
OUT0005152,Sample Manufacturing 0353,2024-04,Standard,9,85.276,478.1
OUT0005153,Sample Manufacturing 0353,2024-05,Standard,15,147.667,950.21
OUT0005154,Sample Manufacturing 0353,2024-06,Standard,16,136.109,701.93
OUT0005155,Sample Manufacturing 0353,2024-07,Standard,21,289.872,1573.42
OUT0005156,Sample Manufacturing 0353,2024-08,Standard,12,174.07,589.81
OUT0005157,Sample Manufacturing 0353,2024-09,Standard,12,177.524,1552.81
OUT0005158,Sample Manufacturing 0353,2024-10,Standard,11,126.411,430.94
OUT0005159,Sample Manufacturing 0353,2024-11,Standard,13,165.988,926.23
OUT0005160,Sample Manufacturing 0353,2024-12,Standard,10,150.941,764.03
OUT0005161,Sample Manufacturing 0353,2025-01,Standard,11,98.143,630.05
OUT0005162,Sample Manufacturing 0353,2025-02,Cold Chain,8,60.877,550.72
OUT0005163,Sample Manufacturing 0353,2025-03,Cold Chain,8,71.22,695.12
OUT0005164,Sample Manufacturing 0353,2025-04,Standard,5,59.642,295.51
OUT0005165,Sample Manufacturing 0353,2025-05,Standard,9,131.028,493.77
OUT0005166,Sample Manufacturing 0353,2025-06,Standard,8,118.878,1082.03
OUT0005167,Sample Manufacturing 0354,2024-01,Cold Chain,29,353.35,1577.67
OUT0005168,Sample Manufacturing 0354,2024-02,Cold Chain,16,190.353,1370.69
OUT0005169,Sample Manufacturing 0354,2024-03,Cold Chain,30,291.353,1034.66
OUT0005170,Sample Manufacturing 0354,2024-05,Standard,16,169.94,1551.09
OUT0005171,Sample Manufacturing 0354,2024-06,Standard,12,144.675,1301.95
OUT0005172,Sample Manufacturing 0354,2024-07,Cold Chain,25,314.253,1835.85
OUT0005173,Sample Manufacturing 0354,2024-08,Standard,54,395.04,1802.2
OUT0005174,Sample Manufacturing 0354,2024-09,Standard,35,468.983,1785.66
OUT0005175,Sample Manufacturing 0354,2024-10,Standard,20,277.123,1706.62
OUT0005176,Sample Manufacturing 0354,2024-11,Cold Chain,17,150.636,1238.95
OUT0005177,Sample Manufacturing 0354,2024-12,Standard,39,500.827,2216.35
OUT0005178,Sample Manufacturing 0354,2025-01,Standard,23,203.742,1843.66
OUT0005179,Sample Manufacturing 0354,2025-02,Standard,36,472.447,4378.64
OUT0005180,Sample Manufacturing 0354,2025-03,Standard,21,272.215,909.65
OUT0005181,Sample Manufacturing 0354,2025-04,Standard,24,338.846,2107.05
OUT0005182,Sample Manufacturing 0354,2025-05,Standard,30,233.734,1777.65
OUT0005183,Sample Manufacturing 0354,2025-06,Cold Chain,40,444.9,3286.12
OUT0005184,Sample E-commerce 0355,2024-02,Cold Chain,13,189.066,1152.69
OUT0005185,Sample E-commerce 0355,2024-03,Cold Chain,7,98.859,831.83
OUT0005186,Sample E-commerce 0355,2024-04,Standard,20,220.619,1688.26
OUT0005187,Sample E-commerce 0355,2024-06,Cold Chain,19,212.63,1572.1
OUT0005188,Sample E-commerce 0355,2024-07,Standard,10,103.771,419.6
OUT0005189,Sample E-commerce 0355,2024-08,Standard,13,165.964,1377.6
OUT0005190,Sample E-commerce 0355,2024-11,Standard,14,174.71,1640.83
OUT0005191,Sample E-commerce 0355,2024-12,Standard,30,354.339,2745.79
OUT0005192,Sample E-commerce 0355,2025-03,Standard,17,207.426,948.86
OUT0005193,Sample E-commerce 0355,2025-04,Standard,20,227.418,1008.74
OUT0005194,Sample E-commerce 0355,2025-05,Standard,21,217.362,2017.4
OUT0005195,Sample E-commerce 0356,2024-01,Cold Chain,15,167.615,1434.47
OUT0005196,Sample E-commerce 0356,2024-02,Priority,6,47.67,416.83
OUT0005197,Sample E-commerce 0356,2024-03,Standard,9,77.674,660.68
OUT0005198,Sample E-commerce 0356,2024-05,Standard,13,196.182,1041.93
OUT0005199,Sample E-commerce 0356,2024-06,Standard,8,103.575,393.86
OUT0005200,Sample E-commerce 0356,2024-07,Standard,10,73.626,463.34
OUT0005201,Sample E-commerce 0356,2024-08,Standard,15,200.754,1435.95
OUT0005202,Sample E-commerce 0356,2024-09,Standard,9,84.205,426.06
OUT0005203,Sample E-commerce 0356,2024-10,Standard,6,42.425,301.2
OUT0005204,Sample E-commerce 0356,2024-11,Standard,11,130.628,436.9
OUT0005205,Sample E-commerce 0356,2024-12,Standard,10,90.856,717.81
OUT0005206,Sample E-commerce 0356,2025-01,Standard,4,41.641,371.97
OUT0005207,Sample E-commerce 0356,2025-02,Cold Chain,5,40.69,138.55
OUT0005208,Sample E-commerce 0356,2025-03,Standard,16,177.276,1368.71
OUT0005209,Sample E-commerce 0356,2025-04,Standard,7,99.642,768.67
OUT0005210,Sample E-commerce 0356,2025-05,Standard,8,119.83,459.4
OUT0005211,Sample E-commerce 0356,2025-06,Standard,11,157.334,651.71
OUT0005212,Sample FoodService 0357,2024-01,Standard,9,76.466,489.18
OUT0005213,Sample FoodService 0357,2024-02,Cold Chain,22,324.945,2533.75
OUT0005214,Sample FoodService 0357,2024-03,Standard,19,292.969,1491.07
OUT0005215,Sample FoodService 0357,2024-04,Standard,14,134.998,945.58
OUT0005216,Sample FoodService 0357,2024-06,Cold Chain,12,124.415,400.12
OUT0005217,Sample FoodService 0357,2024-08,Standard,27,395.506,3584.79
OUT0005218,Sample FoodService 0357,2024-10,Standard,14,191.803,1419.52
OUT0005219,Sample FoodService 0357,2024-11,Standard,17,173.483,1247.89
OUT0005220,Sample FoodService 0357,2024-12,Standard,11,131.193,682.66
OUT0005221,Sample FoodService 0357,2025-02,Standard,11,83.334,699.32
OUT0005222,Sample FoodService 0357,2025-04,Standard,12,136.655,1118.4
OUT0005223,Sample FoodService 0357,2025-05,Standard,17,124.973,928.27
OUT0005224,Sample Convenience 0358,2024-01,Cold Chain,10,101.653,922.24
OUT0005225,Sample Convenience 0358,2024-02,Standard,15,138.57,564.7
OUT0005226,Sample Convenience 0358,2024-03,Standard,19,267.073,1035.57
OUT0005227,Sample Convenience 0358,2024-04,Standard,19,224.199,2058.97
OUT0005228,Sample Convenience 0358,2024-05,Standard,20,225.492,2025.01
OUT0005229,Sample Convenience 0358,2024-06,Standard,17,173.87,1533.35
OUT0005230,Sample Convenience 0358,2024-07,Standard,10,106.122,464.85
OUT0005231,Sample Convenience 0358,2024-08,Standard,6,85.884,303.2
OUT0005232,Sample Convenience 0358,2024-10,Standard,6,88.645,345.29
OUT0005233,Sample Convenience 0358,2024-11,Standard,23,220.644,909.98
OUT0005234,Sample Convenience 0358,2024-12,Standard,21,253.495,831.57
OUT0005235,Sample Convenience 0358,2025-01,Standard,15,187.59,1704.94
OUT0005236,Sample Convenience 0358,2025-02,Standard,24,179.548,587.22
OUT0005237,Sample Convenience 0358,2025-03,Cold Chain,11,108.291,627.99
OUT0005238,Sample Convenience 0358,2025-04,Standard,25,208.781,896.72
OUT0005239,Sample Convenience 0358,2025-05,Standard,16,160.785,550.25
OUT0005240,Sample Retail 0359,2024-01,Cold Chain,5,41.087,284.75
OUT0005241,Sample Retail 0359,2024-02,Standard,8,65.828,539.87
OUT0005242,Sample Retail 0359,2024-03,Standard,5,45.2,159.99
OUT0005243,Sample Retail 0359,2024-05,Cold Chain,10,126.462,1105.22
OUT0005244,Sample Retail 0359,2024-06,Standard,7,57.234,360.6
OUT0005245,Sample Retail 0359,2024-10,Standard,6,43.959,394.39
OUT0005246,Sample Retail 0359,2024-12,Standard,10,80.941,590.68
OUT0005247,Sample Retail 0359,2025-01,Standard,5,63.73,584.8
OUT0005248,Sample Retail 0359,2025-02,Standard,6,62.165,547.58
OUT0005249,Sample Retail 0359,2025-03,Standard,11,150.77,1377.61
OUT0005250,Sample Retail 0359,2025-04,Standard,10,76.07,355.18
OUT0005251,Sample Retail 0359,2025-05,Cold Chain,15,229.85,1447.27
OUT0005252,Sample Retail 0359,2025-06,Standard,9,127.732,603.04
OUT0005253,Sample E-commerce 0360,2024-01,Standard,7,81.577,542.75
OUT0005254,Sample E-commerce 0360,2024-02,Standard,19,166.496,698.89
OUT0005255,Sample E-commerce 0360,2024-06,Standard,14,159.268,1550.63
OUT0005256,Sample E-commerce 0360,2024-07,Standard,14,212.904,993.04
OUT0005257,Sample E-commerce 0360,2024-08,Standard,20,297.855,1225.66
OUT0005258,Sample E-commerce 0360,2024-10,Standard,17,245.814,2098.18
OUT0005259,Sample E-commerce 0360,2024-11,Standard,21,308.899,2319.7
OUT0005260,Sample E-commerce 0360,2024-12,Cold Chain,21,223.292,1577.7
OUT0005261,Sample E-commerce 0360,2025-03,Standard,13,105.08,609.04
OUT0005262,Sample E-commerce 0360,2025-05,Standard,30,436.225,3049.11
